SKU;Display name;Class;Status;Brend;Project;Actually;Added;Dropped;Volume;Alcohol (procents)
#2245;SKU #2245;;;;;;;;0;0
#2246;SKU #2246;;;;;;;;0;0
#2247;SKU #2247;;;;;;;;0;0
#2248;SKU #2248;;;;;;;;0;0
#2249;SKU #2249;;;;;;;;0;0
#2250;SKU #2250;#18;#3;#331;#50;#1;12.02.2021;01.01.1900;0;0
#2251;SKU #2251;;;;;;;;0;0
#2252;SKU #2252;;;;;;;;0;0
#2253;SKU #2253;#1;#1;#15;#1;#1;30.08.2019;01.01.1900;1;0.4
#2254;SKU #2254;#12;#1;#320;#47;#1;28.08.2020;01.01.1900;0.187;0.125
#2255;SKU #2255;#12;#1;#320;#47;#1;28.08.2020;01.01.1900;0.187;0.11
#2256;SKU #2256;#12;#1;#320;#47;#1;28.08.2020;01.01.1900;0.187;0.13
#2257;SKU #2257;#12;#2;#53;#3;#1;04.03.2021;01.01.1900;0.75;0.135
#2258;SKU #2258;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0.5;0.2
#2259;SKU #2259;#2;#1;#38;#1;#1;11.03.2021;01.01.1900;0.7;0.35
#2260;SKU #2260;#1;#2;#163;#28;#1;01.08.2014;17.04.2018;0.25;0.4
#2261;SKU #2261;;;;;;;;0;0
#2262;SKU #2262;#2;#1;#30;#1;#1;16.07.2019;01.01.1900;0.5;0.35
#2263;SKU #2263;;;;;;;;0;0
#2264;SKU #2264;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0.5;0.2
#2265;SKU #2265;;;;;;;;0;0
#2266;SKU #2266;;;;;;;;0;0
#2267;SKU #2267;;;;;;;;0;0
#2268;SKU #2268;;;;;;;;0;0
#2269;SKU #2269;;;;;;;;0;0
#2270;SKU #2270;#2;#1;#29;#1;#1;17.02.2021;01.01.1900;0.5;0.2
#2271;SKU #2271;#12;#1;#53;#3;#1;30.12.2020;01.01.1900;0.75;0.13
#2272;SKU #2272;;;;;;;;0;0
#2273;SKU #2273;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0.5;0.4
#2274;SKU #2274;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0.5;0.25
#2275;SKU #2275;;;;;;;;0;0
#2276;SKU #2276;;;;;;;;0;0
#2277;SKU #2277;;;;;;;;0;0
#2278;SKU #2278;;;;;;;;0;0
#2279;SKU #2279;;;;;;;;0;0
#2280;SKU #2280;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0.5;0.24
#2281;SKU #2281;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0.5;0.35
#2282;SKU #2282;#6;#1;#89;#13;#1;16.11.2020;01.01.1900;0.5;0.4
#2283;SKU #2283;#2;#1;#29;#1;#1;07.04.2021;01.01.1900;0.5;0.24
#2284;SKU #2284;#2;#1;#29;#1;#1;01.04.2021;01.01.1900;0.5;0.2
#2285;SKU #2285;#2;#1;#29;#1;#1;11.03.2021;01.01.1900;0.5;0.2
#2286;SKU #2286;#2;#1;#29;#1;#1;11.03.2021;01.01.1900;0.5;0.2
#2287;SKU #2287;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0.5;0.24
#2288;SKU #2288;#12;#1;#310;#42;#1;20.10.2020;01.01.1900;0.75;0.105
#2289;SKU #2289;;;;;;;;0;0
#2290;SKU #2290;#6;#2;#35;#1;#1;29.05.2019;23.03.2022;1;0.4
#2291;SKU #2291;;;;;;;;0;0
#2292;SKU #2292;;;;;;;;0;0
#2293;SKU #2293;#10;#1;#38;#1;#1;30.08.2019;01.01.1900;0.7;0.4
#2294;SKU #2294;#10;#1;#38;#1;#1;30.08.2019;01.01.1900;1;0.4
#2295;SKU #2295;#10;#1;#38;#1;#1;30.08.2019;01.01.1900;0.5;0.4
#2296;SKU #2296;#10;#1;#38;#1;#1;23.03.2021;01.01.1900;0.25;0.4
#2297;SKU #2297;#2;#1;#17;#1;#1;24.03.2020;01.01.1900;0.25;0.38
#2298;SKU #2298;#1;#1;#166;#28;#1;19.05.2021;01.01.1900;0.5;0.4
#2299;SKU #2299;#2;#1;#29;#1;#1;11.03.2021;01.01.1900;0.5;0.24
#2300;SKU #2300;;;;;;;;0;0
#2301;SKU #2301;;;;;;;;0;0
#2302;SKU #2302;;;;;;;;0;0
#2303;SKU #2303;#6;#1;#89;#13;#1;16.11.2020;01.01.1900;0.5;0.4
#2304;SKU #2304;;;;;;;;0;0
#2305;SKU #2305;#12;#1;#177;#32;#1;10.07.2014;22.01.2019;0.75;0.12
#2306;SKU #2306;;;;;;;;0;0
#2307;SKU #2307;;;;;;;;0;0
#2308;SKU #2308;#1;#1;#12;#1;#1;28.01.2021;01.01.1900;0.5;0.4
#2309;SKU #2309;#2;#1;#19;#1;#1;24.02.2021;01.01.1900;0.5;0.3
#2310;SKU #2310;;;;;;;;0;0
#2311;SKU #2311;#1;#1;#9;#1;#1;19.03.2018;24.10.2019;0.5;0.4
#2312;SKU #2312;#1;#1;#9;#1;#1;31.05.2016;29.11.2017;0.7;0.4
#2313;SKU #2313;#1;#1;#9;#1;#1;31.05.2016;01.01.1900;0.5;0.4
#2314;SKU #2314;#1;#1;#17;#1;#1;29.03.2021;01.01.1900;0.25;0.4
#2315;SKU #2315;#12;#1;#53;#3;#1;12.11.2020;01.01.1900;0.75;0.127
#2316;SKU #2316;;;;;;;;0;0
#2317;SKU #2317;;;;;;;;0;0
#2318;SKU #2318;;;;;;;;0;0
#2319;SKU #2319;#1;#1;#166;#28;#1;19.05.2021;01.01.1900;0.25;0.4
#2320;SKU #2320;;;;;;;;0;0
#2321;SKU #2321;#1;#1;#31;#1;#1;14.07.2020;01.01.1900;0.25;0.4
#2322;SKU #2322;#1;#1;#165;#28;#1;24.03.2020;01.01.1900;0.25;0.4
#2323;SKU #2323;;;;;;;;0;0
#2324;SKU #2324;;;;;;;;0;0
#2325;SKU #2325;;;;;;;;0;0
#2326;SKU #2326;#2;#1;#165;#28;#1;04.05.2021;01.01.1900;0.25;0.38
#2327;SKU #2327;#2;#2;#165;#28;#1;04.05.2021;28.03.2022;0.7;0.38
#2328;SKU #2328;;;;;;;;0;0
#2329;SKU #2329;#2;#1;#29;#1;#1;24.03.2020;01.01.1900;0.25;0.24
#2330;SKU #2330;#10;#1;#74;#8;#1;05.11.2020;01.01.1900;0.7;0.478
#2331;SKU #2331;;;;;;;;0;0
#2332;SKU #2332;;;;;;;;0;0
#2333;SKU #2333;#2;#1;#29;#1;#1;24.03.2020;01.01.1900;0.25;0.35
#2334;SKU #2334;;;;;;;;0;0
#2335;SKU #2335;#6;#2;#67;#7;#1;05.02.2021;01.01.1900;0.7;0.4
#2336;SKU #2336;#6;#2;#68;#7;#1;05.02.2021;01.01.1900;0.7;0.4
#2337;SKU #2337;;;;;;;;0;0
#2338;SKU #2338;;;;;;;;0;0
#2339;SKU #2339;#5;#1;#43;#1;#1;14.01.2021;01.01.1900;0.7;0.43
#2340;SKU #2340;#2;#1;#31;#1;#1;11.09.2020;01.01.1900;0.5;0.4
#2341;SKU #2341;#9;#1;#33;#1;#1;22.07.2019;01.01.1900;0.5;0.4
#2342;SKU #2342;#12;#1;#312;#44;#1;07.06.2021;01.01.1900;0.75;0.135
#2343;SKU #2343;;;;;;;;0;0
#2344;SKU #2344;;;;;;;;0;0
#2345;SKU #2345;#1;#1;#4;#1;#1;11.05.2021;01.01.1900;0.5;0.4
#2346;SKU #2346;#2;#1;#165;#28;#1;04.05.2021;01.01.1900;0.5;0.38
#2347;SKU #2347;;;;;;;;0;0
#2348;SKU #2348;;;;;;;;0;0
#2349;SKU #2349;;;;;;;;0;0
#2350;SKU #2350;;;;;;;;0;0
#2351;SKU #2351;;;;;;;;0;0
#2352;SKU #2352;;;;;;;;0;0
#2353;SKU #2353;#12;#2;#221;#33;#1;20.10.2020;01.01.1900;0.75;0.135
#2354;SKU #2354;;;;;;;;0;0
#2355;SKU #2355;;;;;;;;0;0
#2356;SKU #2356;#12;#2;#254;#34;#1;22.03.2021;01.01.1900;0.75;0.13
#2357;SKU #2357;#12;#2;#268;#34;#1;24.03.2020;01.01.1900;0.5;0.2
#2358;SKU #2358;;;;;;;;0;0
#2359;SKU #2359;#12;#2;#268;#34;#1;24.03.2020;01.01.1900;0.5;0.2
#2360;SKU #2360;#12;#2;#53;#3;#1;05.03.2021;01.01.1900;0.75;0.135
#2361;SKU #2361;;;;;;;;0;0
#2362;SKU #2362;;;;;;;;0;0
#2363;SKU #2363;#1;#1;#165;#28;#1;19.05.2021;01.01.1900;0.5;0.38
#2364;SKU #2364;#1;#1;#11;#1;#1;08.10.2018;01.01.1900;1;0.4
#2365;SKU #2365;#1;#1;#11;#1;#1;26.10.2020;01.01.1900;0.7;0.4
#2366;SKU #2366;#1;#1;#18;#1;#1;11.05.2021;01.01.1900;0.5;0.4
#2367;SKU #2367;;;;;;;;0;0
#2368;SKU #2368;#6;#1;#89;#13;#1;16.11.2020;01.01.1900;0.25;0.4
#2369;SKU #2369;#1;#1;#31;#1;#1;24.09.2020;01.01.1900;1;0.4
#2370;SKU #2370;;;;;;;;0;0
#2371;SKU #2371;#6;#2;#68;#7;#1;05.02.2021;01.01.1900;0.5;0.4
#2372;SKU #2372;#2;#1;#30;#1;#1;02.07.2019;01.01.1900;0;0
#2373;SKU #2373;#6;#2;#67;#7;#1;05.02.2021;01.01.1900;0;0
#2374;SKU #2374;#6;#2;#35;#1;#1;29.12.2020;01.01.1900;0;0
#2375;SKU #2375;;;;;;;;0;0
#2376;SKU #2376;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0;0
#2377;SKU #2377;#12;#2;#254;#34;#1;19.06.2019;24.09.2020;0;0
#2378;SKU #2378;;;;;;;;0;0
#2379;SKU #2379;;;;;;;;0;0
#2380;SKU #2380;#1;#1;#15;#1;#1;28.08.2019;01.01.1900;0;0
#2381;SKU #2381;#1;#1;#11;#1;#1;07.04.2021;01.01.1900;0;0
#2382;SKU #2382;#1;#1;#18;#1;#1;11.05.2021;01.01.1900;0;0
#2383;SKU #2383;#1;#1;#4;#1;#1;11.05.2021;01.01.1900;0;0
#2384;SKU #2384;#1;#2;#163;#28;#1;01.08.2014;17.04.2018;0;0
#2385;SKU #2385;;;;;;;;0;0
#2386;SKU #2386;#1;#1;#13;#1;#1;12.02.2019;01.01.1900;0;0
#2387;SKU #2387;#1;#1;#13;#1;#1;09.12.2019;01.01.1900;0;0
#2388;SKU #2388;#1;#1;#11;#1;#1;25.04.2018;01.01.1900;0;0
#2389;SKU #2389;;;;;;;;0;0
#2390;SKU #2390;#1;#1;#15;#1;#1;28.08.2019;01.01.1900;0;0
#2391;SKU #2391;;;;;;;;0;0
#2392;SKU #2392;#1;#1;#12;#1;#1;26.09.2017;01.01.1900;0;0
#2393;SKU #2393;#1;#1;#34;#1;#1;29.04.2020;01.01.1900;0;0
#2394;SKU #2394;;;;;;;;0;0
#2395;SKU #2395;;;;;;;;0;0
#2396;SKU #2396;;;;;;;;0;0
#2397;SKU #2397;;;;;;;;0;0
#2398;SKU #2398;#10;#1;#52;#2;#1;11.12.2019;01.01.1900;0;0
#2399;SKU #2399;;;;;;;;0;0
#2400;SKU #2400;#6;#1;#89;#13;#1;02.03.2021;01.01.1900;0;0
#2401;SKU #2401;;;;;;;;0;0
#2402;SKU #2402;#11;#1;#41;#1;#1;15.02.2021;01.01.1900;0;0
#2403;SKU #2403;;;;;;;;0;0
#2404;SKU #2404;#12;#1;#289;#38;#1;10.03.2021;01.01.1900;0;0
#2405;SKU #2405;#12;#1;#292;#40;#1;11.03.2021;01.01.1900;0;0
#2406;SKU #2406;#6;#1;#89;#13;#1;16.11.2020;01.01.1900;0;0
#2407;SKU #2407;;;;;;;;0;0
#2408;SKU #2408;;;;;;;;0;0
#2409;SKU #2409;;;;;;;;0;0
#2410;SKU #2410;;;;;;;;0;0
#2411;SKU #2411;#2;#1;#17;#1;#1;01.03.2021;01.01.1900;0;0
#2412;SKU #2412;#1;#1;#17;#1;#1;29.01.2021;01.01.1900;0;0
#2413;SKU #2413;;;;;;;;0;0
#2414;SKU #2414;#12;#2;#268;#34;#1;15.03.2021;01.01.1900;0;0
#2415;SKU #2415;;;;;;;;0;0
#2416;SKU #2416;#18;#3;#337;#50;#1;12.02.2021;01.01.1900;0;0
#2417;SKU #2417;#10;#1;#73;#8;#1;17.03.2021;01.01.1900;0;0
#2418;SKU #2418;#6;#1;#35;#1;#1;03.06.2019;01.01.1900;0;0
#2419;SKU #2419;#18;#3;#337;#50;#1;12.02.2021;01.01.1900;0;0
#2420;SKU #2420;#18;#3;#337;#50;#1;12.02.2021;01.01.1900;0;0
#2421;SKU #2421;#1;#1;#9;#1;#1;07.09.2021;01.01.1900;0;0
#2422;SKU #2422;#1;#1;#9;#1;#1;07.09.2021;01.01.1900;0;0
#2423;SKU #2423;#1;#1;#19;#1;#1;02.07.2020;01.01.1900;0;0
#2424;SKU #2424;#1;#2;#12;#1;#1;24.11.2017;01.01.1900;0;0
#2425;SKU #2425;;;;;;;;0;0
#2426;SKU #2426;#2;#1;#29;#1;#1;01.04.2021;01.01.1900;0;0
#2427;SKU #2427;#2;#1;#29;#1;#1;19.04.2021;01.01.1900;0;0
#2428;SKU #2428;#2;#1;#29;#1;#1;19.04.2021;01.01.1900;0;0
#2429;SKU #2429;;;;;;;;0;0
#2430;SKU #2430;#7;#2;#40;#1;#1;09.03.2021;25.02.2022;0;0
#2431;SKU #2431;;;;;;;;0;0
#2432;SKU #2432;;;;;;;;0;0
#2433;SKU #2433;;;;;;;;0;0
#2434;SKU #2434;#12;#2;#268;#34;#1;15.03.2021;01.01.1900;0;0
#2435;SKU #2435;#10;#1;#70;#8;#1;11.02.2021;01.01.1900;0;0
#2436;SKU #2436;;;;;;;;0;0
#2437;SKU #2437;#1;#2;#19;#1;#1;22.03.2021;31.03.2022;0;0
#2438;SKU #2438;#12;#1;#253;#34;#2;22.03.2021;01.01.1900;0;0
#2439;SKU #2439;;;;;;;;0;0
#2440;SKU #2440;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0;0
#2441;SKU #2441;;;;;;;;0;0
#2442;SKU #2442;;;;;;;;0;0
#2443;SKU #2443;;;;;;;;0;0
#2444;SKU #2444;#1;#1;#20;#1;#1;02.06.2021;01.01.1900;0;0
#2445;SKU #2445;;;;;;;;0;0
#2446;SKU #2446;;;;;;;;0;0
#2447;SKU #2447;;;;;;;;0;0
#2448;SKU #2448;;;;;;;;0;0
#2449;SKU #2449;;;;;;;;0;0
#2450;SKU #2450;#12;#1;#284;#35;#1;10.03.2021;01.01.1900;0;0
#2451;SKU #2451;;;;;;;;0;0
#2452;SKU #2452;#1;#1;#20;#1;#1;02.06.2021;01.01.1900;0;0
#2453;SKU #2453;#1;#1;#11;#1;#1;22.02.2018;01.01.1900;0;0
#2454;SKU #2454;#2;#1;#19;#1;#1;03.11.2020;01.01.1900;0;0
#2455;SKU #2455;#12;#1;#204;#33;#1;08.02.2021;01.01.1900;0;0
#2456;SKU #2456;#12;#1;#226;#33;#1;16.03.2021;01.01.1900;0;0
#2457;SKU #2457;#12;#1;#226;#33;#1;16.03.2021;01.01.1900;0;0
#2458;SKU #2458;#5;#1;#43;#1;#1;10.12.2020;01.01.1900;0;0
#2459;SKU #2459;;;;;;;;0;0
#2460;SKU #2460;#1;#1;#20;#1;#1;10.06.2021;01.01.1900;0;0
#2461;SKU #2461;#10;#1;#38;#1;#1;17.06.2021;01.01.1900;0;0
#2462;SKU #2462;#16;#2;#261;#34;#1;15.03.2021;01.01.1900;0;0
#2463;SKU #2463;;;;;;;;0;0
#2464;SKU #2464;#5;#1;#43;#1;#1;10.12.2020;01.01.1900;0;0
#2465;SKU #2465;#12;#2;#53;#3;#1;05.03.2021;01.01.1900;0;0
#2466;SKU #2466;#1;#1;#13;#1;#1;06.03.2020;01.01.1900;0;0
#2467;SKU #2467;#1;#1;#13;#1;#1;18.02.2020;01.01.1900;0;0
#2468;SKU #2468;#12;#1;#226;#33;#1;16.03.2021;01.01.1900;0;0
#2469;SKU #2469;#12;#1;#205;#33;#1;08.02.2021;01.01.1900;0;0
#2470;SKU #2470;#13;#1;#298;#40;#1;18.01.2021;01.01.1900;0;0
#2471;SKU #2471;;;;;;;;0;0
#2472;SKU #2472;;;;;;;;0;0
#2473;SKU #2473;;;;;;;;0;0
#2474;SKU #2474;#1;#1;#163;#28;#1;05.03.2019;01.01.1900;0;0
#2475;SKU #2475;#12;#2;#254;#34;#1;22.03.2021;01.01.1900;0;0
#2476;SKU #2476;#12;#2;#254;#34;#1;26.10.2020;01.01.1900;0;0
#2477;SKU #2477;#1;#1;#31;#1;#1;17.06.2021;01.01.1900;0;0
#2478;SKU #2478;;;;;;;;0;0
#2479;SKU #2479;#1;#1;#163;#28;#1;01.03.2019;22.07.2022;0;0
#2480;SKU #2480;;;;;;;;0;0
#2481;SKU #2481;;;;;;;;0;0
#2482;SKU #2482;;;;;;;;0;0
#2483;SKU #2483;;;;;;;;0;0
#2484;SKU #2484;;;;;;;;0;0
#2485;SKU #2485;;;;;;;;0;0
#2486;SKU #2486;;;;;;;;0;0
#2487;SKU #2487;;;;;;;;0;0
#2488;SKU #2488;;;;;;;;0;0
#2489;SKU #2489;;;;;;;;0;0
#2490;SKU #2490;#1;#1;#15;#1;#1;28.08.2020;01.01.1900;0;0
#2491;SKU #2491;;;;;;;;0;0
#2492;SKU #2492;;;;;;;;0;0
#2493;SKU #2493;;;;;;;;0;0
#2494;SKU #2494;;;;;;;;0;0
#2495;SKU #2495;#9;#1;#33;#1;#1;22.07.2019;01.01.1900;0;0
#2496;SKU #2496;#1;#1;#19;#1;#1;24.03.2020;01.01.1900;0;0
#2497;SKU #2497;#6;#1;#26;#1;#1;18.02.2021;01.01.1900;0;0
#2498;SKU #2498;;;;;;;;0;0
#2499;SKU #2499;#10;#1;#38;#1;#1;14.04.2021;01.01.1900;0;0
#2500;SKU #2500;#10;#1;#87;#12;#1;15.02.2021;01.01.1900;0;0
#2501;SKU #2501;;;;;;;;0;0
#2502;SKU #2502;;;;;;;;0;0
#2503;SKU #2503;;;;;;;;0;0
#2504;SKU #2504;;;;;;;;0;0
#2505;SKU #2505;;;;;;;;0;0
#2506;SKU #2506;#2;#1;#29;#1;#1;24.03.2020;01.01.1900;0;0
#2507;SKU #2507;#10;#1;#38;#1;#1;20.04.2021;01.01.1900;0;0
#2508;SKU #2508;;;;;;;;0;0
#2509;SKU #2509;;;;;;;;0;0
#2510;SKU #2510;;;;;;;;0;0
#2511;SKU #2511;;;;;;;;0;0
#2512;SKU #2512;#1;#2;#163;#28;#1;26.02.2018;22.07.2022;0;0
#2513;SKU #2513;;;;;;;;0;0
#2514;SKU #2514;#11;#1;#41;#1;#1;22.06.2021;01.01.1900;0;0
#2515;SKU #2515;;;;;;;;0;0
#2516;SKU #2516;#12;#2;#191;#33;#1;16.03.2021;01.01.1900;0;0
#2517;SKU #2517;#12;#2;#191;#33;#1;16.03.2021;01.01.1900;0;0
#2518;SKU #2518;#12;#2;#191;#33;#1;16.03.2021;01.01.1900;0;0
#2519;SKU #2519;;;;;;;;0;0
#2520;SKU #2520;;;;;;;;0;0
#2521;SKU #2521;#1;#3;#48;#1;#1;26.05.2021;01.01.1900;0;0
#2522;SKU #2522;;;;;;;;0;0
#2523;SKU #2523;#1;#1;#9;#1;#1;02.07.2019;01.01.1900;0;0
#2524;SKU #2524;#1;#1;#9;#1;#1;29.05.2018;01.01.1900;0;0
#2525;SKU #2525;#1;#1;#9;#1;#1;31.05.2018;01.01.1900;0;0
#2526;SKU #2526;#1;#1;#19;#1;#1;04.08.2020;01.01.1900;0;0
#2527;SKU #2527;#1;#1;#11;#1;#1;29.04.2020;01.01.1900;0;0
#2528;SKU #2528;;;;;;;;0;0
#2529;SKU #2529;#1;#1;#18;#1;#1;29.12.2020;01.01.1900;0;0
#2530;SKU #2530;#6;#1;#26;#1;#2;18.02.2021;01.01.1900;0;0
#2531;SKU #2531;#10;#1;#38;#1;#1;28.12.2018;01.01.1900;0;0
#2532;SKU #2532;#10;#1;#38;#1;#1;28.12.2018;01.01.1900;0;0
#2533;SKU #2533;#12;#1;#314;#44;#1;07.06.2021;01.01.1900;0;0
#2534;SKU #2534;#12;#1;#314;#44;#1;07.06.2021;01.01.1900;0;0
#2535;SKU #2535;#12;#1;#314;#44;#1;07.06.2021;01.01.1900;0;0
#2536;SKU #2536;#12;#1;#314;#44;#1;07.06.2021;01.01.1900;0;0
#2537;SKU #2537;#12;#2;#315;#44;#1;07.06.2021;01.01.1900;0;0
#2538;SKU #2538;#12;#1;#315;#44;#1;07.06.2021;01.01.1900;0;0
#2539;SKU #2539;#2;#1;#29;#1;#1;20.04.2021;01.01.1900;0;0
#2540;SKU #2540;;;;;;;;0;0
#2541;SKU #2541;#2;#2;#31;#1;#1;13.04.2021;07.09.2021;0;0
#2542;SKU #2542;#1;#1;#9;#1;#1;07.09.2021;01.01.1900;0;0
#2543;SKU #2543;#1;#2;#31;#1;#1;15.03.2021;07.09.2021;0;0
#2544;SKU #2544;;;;;;;;0;0
#2545;SKU #2545;#1;#1;#12;#1;#1;11.05.2021;01.01.1900;0;0
#2546;SKU #2546;#1;#1;#29;#1;#1;08.12.2020;01.01.1900;0;0
#2547;SKU #2547;#1;#1;#29;#1;#1;08.12.2020;01.01.1900;0;0
#2548;SKU #2548;#1;#1;#29;#1;#1;08.12.2020;01.01.1900;0;0
#2549;SKU #2549;#1;#1;#29;#1;#1;08.12.2020;01.01.1900;0;0
#2550;SKU #2550;#9;#1;#29;#1;#1;26.01.2021;01.01.1900;0;0
#2551;SKU #2551;#12;#1;#316;#44;#1;07.06.2021;01.01.1900;0;0
#2552;SKU #2552;#1;#1;#13;#1;#1;01.11.2019;01.01.1900;0;0
#2553;SKU #2553;#1;#1;#11;#1;#1;01.10.2018;01.01.1900;0;0
#2554;SKU #2554;#1;#1;#12;#1;#1;01.01.2001;01.01.1900;0;0
#2555;SKU #2555;;;;;;;;0;0
#2556;SKU #2556;#1;#1;#11;#1;#1;16.12.2019;01.01.1900;0;0
#2557;SKU #2557;;;;;;;;0;0
#2558;SKU #2558;#2;#1;#29;#1;#1;26.01.2021;01.01.1900;0;0
#2559;SKU #2559;#1;#1;#29;#1;#1;08.12.2020;01.01.1900;0;0
#2560;SKU #2560;;;;;;;;0;0
#2561;SKU #2561;;;;;;;;0;0
#2562;SKU #2562;;;;;;;;0;0
#2563;SKU #2563;#1;#1;#12;#1;#1;16.01.2020;01.01.1900;0;0
#2564;SKU #2564;#1;#1;#20;#1;#1;02.06.2021;01.01.1900;0;0
#2565;SKU #2565;#1;#2;#48;#1;#2;16.03.2021;22.07.2022;0;0
#2566;SKU #2566;#1;#1;#29;#1;#1;20.03.2020;01.01.1900;0;0
#2567;SKU #2567;#1;#1;#20;#1;#1;26.05.2021;01.01.1900;0;0
#2568;SKU #2568;#10;#1;#73;#8;#1;09.06.2021;01.01.1900;0;0
#2569;SKU #2569;;;;;;;;0;0
#2570;SKU #2570;;;;;;;;0;0
#2571;SKU #2571;#1;#2;#17;#1;#1;06.08.2021;22.07.2022;0;0
#2572;SKU #2572;;;;;;;;0;0
#2573;SKU #2573;#1;#1;#31;#1;#1;01.11.2018;01.01.1900;0;0
#2574;SKU #2574;#2;#1;#31;#1;#1;30.06.2021;01.01.1900;0;0
#2575;SKU #2575;#2;#1;#31;#1;#1;30.06.2021;01.01.1900;0;0
#2576;SKU #2576;#1;#1;#31;#1;#1;14.11.2018;01.01.1900;0;0
#2577;SKU #2577;;;;;;;;0;0
#2578;SKU #2578;#1;#1;#31;#1;#1;30.06.2021;01.01.1900;0;0
#2579;SKU #2579;#1;#1;#31;#1;#1;27.02.2017;01.01.1900;0;0
#2580;SKU #2580;;;;;;;;0;0
#2581;SKU #2581;#10;#1;#38;#1;#1;02.08.2022;01.01.1900;0;0
#2582;SKU #2582;;;;;;;;0;0
#2583;SKU #2583;#2;#1;#19;#1;#1;03.11.2020;01.01.1900;0;0
#2584;SKU #2584;#1;#1;#29;#1;#1;08.12.2020;01.01.1900;0;0
#2585;SKU #2585;#1;#1;#9;#1;#1;29.07.2021;01.01.1900;0;0
#2586;SKU #2586;#1;#1;#15;#1;#1;28.05.2021;01.01.1900;0;0
#2587;SKU #2587;;;;;;;;0;0
#2588;SKU #2588;#10;#1;#87;#12;#1;15.02.2021;01.01.1900;0;0
#2589;SKU #2589;;;;;;;;0;0
#2590;SKU #2590;#1;#1;#19;#1;#1;30.03.2020;01.01.1900;0;0
#2591;SKU #2591;;;;;;;;0;0
#2592;SKU #2592;#10;#1;#70;#8;#1;13.05.2021;01.01.1900;0;0
#2593;SKU #2593;;;;;;;;0;0
#2594;SKU #2594;;;;;;;;0;0
#2595;SKU #2595;;;;;;;;0;0
#2596;SKU #2596;;;;;;;;0;0
#2597;SKU #2597;;;;;;;;0;0
#2598;SKU #2598;;;;;;;;0;0
#2599;SKU #2599;;;;;;;;0;0
#2600;SKU #2600;#10;#1;#76;#8;#1;25.05.2021;01.01.1900;0;0
#2601;SKU #2601;;;;;;;;0;0
#2602;SKU #2602;#11;#1;#83;#10;#1;25.05.2021;01.01.1900;0;0
#2603;SKU #2603;;;;;;;;0;0
#2604;SKU #2604;;;;;;;;0;0
#2605;SKU #2605;;;;;;;;0;0
#2606;SKU #2606;;;;;;;;0;0
#2607;SKU #2607;;;;;;;;0;0
#2608;SKU #2608;;;;;;;;0;0
#2609;SKU #2609;;;;;;;;0;0
#2610;SKU #2610;;;;;;;;0;0
#2611;SKU #2611;;;;;;;;0;0
#2612;SKU #2612;;;;;;;;0;0
#2613;SKU #2613;;;;;;;;0;0
#2614;SKU #2614;#9;#3;#29;#1;#1;18.06.2021;01.01.1900;0;0
#2615;SKU #2615;#1;#1;#47;#1;#1;26.08.2020;01.01.1900;0;0
#2616;SKU #2616;#10;#1;#87;#12;#1;15.02.2021;01.01.1900;0;0
#2617;SKU #2617;#10;#1;#74;#8;#1;07.07.2021;01.01.1900;0;0
#2618;SKU #2618;#10;#1;#70;#8;#1;16.07.2021;01.01.1900;0;0
#2619;SKU #2619;#12;#1;#310;#42;#1;20.10.2020;01.01.1900;0;0
#2620;SKU #2620;#1;#2;#18;#1;#1;13.05.2021;30.03.2022;0;0
#2621;SKU #2621;#12;#2;#310;#42;#1;20.10.2020;01.01.1900;0;0
#2622;SKU #2622;#12;#1;#304;#41;#1;26.11.2018;24.09.2020;0;0
#2623;SKU #2623;#1;#1;#19;#1;#1;26.04.2019;01.01.1900;0;0
#2624;SKU #2624;;;;;;;;0;0
#2625;SKU #2625;#12;#1;#310;#42;#1;20.10.2020;01.01.1900;0;0
#2626;SKU #2626;#12;#1;#310;#42;#1;20.10.2020;01.01.1900;0;0
#2627;SKU #2627;#5;#1;#77;#8;#1;13.05.2021;01.01.1900;0;0
#2628;SKU #2628;#2;#1;#29;#1;#1;22.06.2021;01.01.1900;0;0
#2629;SKU #2629;#2;#1;#29;#1;#1;22.06.2021;01.01.1900;0;0
#2630;SKU #2630;#9;#3;#29;#1;#1;22.06.2021;01.01.1900;0;0
#2631;SKU #2631;#1;#1;#20;#1;#1;16.04.2021;01.01.1900;0;0
#2632;SKU #2632;#11;#1;#41;#1;#1;24.12.2020;01.01.1900;0;0
#2633;SKU #2633;#11;#1;#41;#1;#1;24.12.2020;01.01.1900;0;0
#2634;SKU #2634;#11;#1;#41;#1;#1;24.12.2020;01.01.1900;0;0
#2635;SKU #2635;;;;;;;;0;0
#2636;SKU #2636;;;;;;;;0;0
#2637;SKU #2637;#16;#2;#261;#34;#1;15.03.2021;01.01.1900;0;0
#2638;SKU #2638;#1;#2;#14;#1;#1;21.12.2020;22.07.2022;0;0
